Id,Name,Latitude,Longitude,Altitude,Ownership,Type,admin3Name,admin3Pcod,admin2Name,admin2Pcod,admin1Name,admin1Pcod,City,Kebele,Status
1073629,)19 Tincha Health post,10.808444400000001,39.365658600000003,2912.634032999999818,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"19",Approved
1048349,.Ukesha Medium Clinic,7.101973700000000,39.192300899999999,2370.099854000000050,Private for profit,Clinic,Gedeb Asasa,ET041706,West Arsi,ET0417,Oromia,ET04,Hasasa,"02",Approved
1081199,?Amen Drug stor,7.196983400000000,35.421300700000003,1216.000000000000000,Private for profit,Pharmacy,Tepi,ET110104,Sheka,ET1101,South West Ethiopia,ET11,,,Approved
1081201,?Ashu Drug stor,7.204336300000000,35.410494600000000,1264.400000000000091,Private for profit,Pharmacy,Tepi,ET110104,Sheka,ET1101,South West Ethiopia,ET11,,,Approved
1081198,?Buzayehu Drug stor,7.196346700000000,35.425761600000001,1203.200000000000045,Private for profit,Pharmacy,Tepi,ET110104,Sheka,ET1101,South West Ethiopia,ET11,,,Approved
1081202,?Fraol Drug stor,7.196514000000000,35.425369500000002,1201.900000000000091,Private for profit,Pharmacy,Tepi,ET110104,Sheka,ET1101,South West Ethiopia,ET11,,,Approved
1078945,?Geselashashe Health Post,8.289688699999999,39.518433100000003,2110.199999999999818,Public/Government,Health Post,Sire,ET040820,Arsi,ET0408,Oromia,ET04,,,Approved
1042750,?Gobie Health Post,6.599400990000000,35.522893019999998,1670.000000000000000,Public/Government,Health Post,Gori Gesha,ET110503,Mirab Omo,ET1105,South West Ethiopia,ET11,,Gobi,Approved
1081200,?Masresha Drug Stor,7.196309700000000,35.425729699999998,1229.599999999999909,Private for profit,Pharmacy,Tepi,ET110104,Sheka,ET1101,South West Ethiopia,ET11,,,Approved
1065832,?Shukacha Health Post,6.824633600000000,35.902616799999997,2004.000000000000000,Public/Government,Health Post,Menit Goldiye,ET110502,Mirab Omo,ET1105,South West Ethiopia,ET11,Bachuma,Shokach,Approved
1038820,`Adugna Primary Clinic,9.561168900000000,36.629204500000000,1414.400000000000091,Private for profit,Clinic,Gida Ayana,ET040203,East Wellega,ET0402,Oromia,ET04,Angar Gute,Anger Gute,Approved
1079718,`Mahiderekal Pharmacy no2,8.750839600000003,38.986157700000000,1902.621337999999923,Private for profit,Pharmacy,Bishoftu town,ET040709,East Shewa,ET0407,Oromia,ET04,Bishoftu,Hora,Approved
1074533,"01 Ashenga Health post",11.049451299999999,38.775549499999997,2767.367999999999938,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Ashinga,"01 Ashinga",Approved
1072710,"01 Bededo Health post",11.204031900000000,39.685404400000003,2313.300000000000182,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Bededo,"1",Approved
1076104,"01 Geter Dijer  Health Post",11.615724600000000,38.931311000000001,2884.809000000000196,Public/Government,Health Post,Wadla,ET030305,North Wello,ET0303,Amhara,ET03,,"01 dijer",Approved
1073738,"01 Geter Shola Health Post",11.449588000000000,38.879288600000002,2729.400000000000091,Public/Government,Health Post,Dawunt,ET030311,North Wello,ET0303,Amhara,ET03,,"01Getr",Approved
1082208,"01 Kebele Health post",12.155703800000000,39.629388499999997,1550.700000000000045,Public/Government,Health Post,Kobo town,ET030399,North Wello,ET0303,Amhara,ET03,,,Approved
1073314,"01 Mahdere selam Health Post",10.593094700000000,38.759783300000002,2425.400000000000091,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,wogide,"1",Approved
1076058,"01 Majete Health Post",10.711266800000001,39.274332000000001,2728.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Majete,"01 Majete",Approved
1075471,"01 Serto Masaya Health Post",10.593594700000001,38.752824599999997,2413.300000000000182,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,wogide,"1",Approved
1076942,"01 Worento Health post",10.792855500000000,38.923906899999999,2691.000000000000000,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"01 Worento",Approved
1074118,"01 Yimery Health Post",10.578552000000000,39.011013900000002,2523.800000000000182,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"01 yimery",Approved
1071938,"010 Durka Health Post",10.953766999999999,38.913606500000000,3042.800000000000182,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Durka,"010",Approved
1075083,"010 Hara Health Post",11.277175400000001,39.757300200000003,2141.199999999999818,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Hara,"10",Approved
1073344,"010 Keyamara Health Post",10.591850100000000,39.007756399999998,2555.500000000000000,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"010 keyameari",Approved
1074599,"010 Kire gebeya Health post",10.669062200000001,39.346396300000002,2687.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Kire gebeya,"010 Kire gebeya",Approved
1071644,"010 Kombolcha Health Post",11.070678100000000,39.699989899999998,1942.099999999999909,Public/Government,Health Post,Kombolcha town,ET030417,South Wello,ET0304,Amhara,ET03,Kombolcha,"10",Approved
1071876,"011 Esola Health Post",10.474018200000000,39.064210600000003,2227.155029000000013,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"011 esola",Approved
1074426,"011 Hardibo Health post",11.261978100000000,39.745799900000002,2176.300000000000182,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Hardibo,"11",Approved
1074765,"011 Kombolcha Health Post",11.095742700000001,39.683952400000003,1871.500000000000000,Public/Government,Health Post,Kombolcha town,ET030417,South Wello,ET0304,Amhara,ET03,Kombolcha,"11",Approved
1073736,"011 Yegodo Health post",11.134905300000000,38.640492500000001,2524.599999999999909,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Yegodo,"011",Approved
1072764,"012 Gobeya Health Post",11.309485600000000,39.713709600000001,1975.799999999999955,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Gobeya,"12",Approved
1073016,"012 Shikf Health post",10.640773599999999,39.330748399999997,2590.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Shikf,"012 Shikf",Approved
1075792,"012 wogide Health post",11.103416700000000,38.607909999999997,2446.400000000000091,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Wogide,"012",Approved
1074780,"013 Denbeya  afaf Health post",10.631624000000000,39.303189500000002,2598.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Denbeya Afaf,"013 Denbeya Afaf",Approved
1071354,"013 Jari health post",11.355186600000000,39.665523399999998,1812.000000000000000,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Jari,"13",Approved
1075210,"013 Kegne Health Post",10.455678100000000,38.662796899999996,2425.000000000000000,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,gornje,"013",Approved
1075702,"013 Mess health post",11.090952500000000,38.579252900000000,2406.599999999999909,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Mess,"013",Approved
1070990,"014 Degere Health Post",10.440498500000000,38.980978899999997,1901.372558999999910,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"014 degere",Approved
1075621,"014 Dejmach Health Post",10.917017500000000,39.299486199999997,3227.930663999999979,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"014",Approved
1071392,"014 Kachilet Health post",10.696487500000000,39.247569300000002,2705.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Kachilet,"014 Kachilet",Approved
1075189,"014 Wahilo Health Post",11.299040000000000,39.643027099999998,2048.900000000000091,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Wahilo,"14",Approved
1073340,"014 Yemeka Health Post",11.136908600000000,38.641190799999997,2476.900000000000091,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Yemeka,"014",Approved
1071409,"015 Bakalo Health Post",10.486400500000000,39.008672900000001,1895.599999999999909,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"015 bakalo",Approved
1077020,"015 Debtera Health post",11.115780200000000,38.744488099999998,2575.500000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Debtera,"015",Approved
1073627,"015 Godigodit Health post",11.373863200000001,39.689899699999998,1980.099999999999909,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Godigodit,"15",Approved
1075673,"015 Tsigereda Healrh Post",10.866203900000000,39.338241900000000,3161.111084000000119,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"015",Approved
1071833,"015 Wushat Health post",10.644715500000000,39.145981300000003,2516.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Wushat,"015 Wushat",Approved
1072207,"016 Tebisa Health post",11.415669599999999,39.656265300000001,1677.599999999999909,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,tebisa,"16",Approved
1077167,"016 Tedibabemariyam Health post",11.116208000000000,38.745894399999997,2581.900000000000091,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Tedibabemariyam,"016",Approved
1072310,"016 Telanta Health post",10.655357900000000,39.153278800000002,2501.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Telanta,"016 Telanta",Approved
1071564,"016 Walida Health Post",10.510967600000001,38.971356600000000,2155.428954999999860,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"0 16 walida",Approved
1072906,"017 Gulmeda Health post",11.040305000000000,38.791228199999999,2783.400000000000091,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Gulmieda,"017",Approved
1072237,"017 Jejeba Health Post",10.495341700000001,38.946860000000001,1895.599999999999909,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"017 jejeba",Approved
1071572,"017 Seglen Health post",11.423175799999999,39.700686500000003,1564.000000000000000,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Seglen,"17",Approved
1072247,"018 Abatwuha Health Post",10.478376500000000,38.896939400000001,2081.400000000000091,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"018 Abatwuha",Approved
1074732,"018 Ambaferit Health post",11.006079800000000,38.893812300000000,2865.300000000000182,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Ambaferit,"018",Approved
1073886,"018 Gedera Health post",11.203742000000000,39.754082599999997,2144.900000000000091,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Gedera,"18",Approved
1076502,"019 Awuyukumyu health Post",10.478582800000000,38.609036600000003,2192.000000000000000,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,abeygurba,"019",Approved
1072435,"019 Gedeba Health Post",10.953181300000001,38.916070599999998,3058.500000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Gedeba,"019",Approved
1075680,"02 Abado Health Post",10.591234000000000,38.757531899999996,0.000000000000000,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,wogide,"02",Approved
1074204,"02 Ambela Health Post",10.747876099999999,39.177372099999999,2753.000000000000000,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,,Approved
1072333,"02 Awatel Healt Post",10.670969500000000,39.248450200000001,2650.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Awatel,"02 Awatel",Approved
1075155,"02 Duat Health post",11.034729199999999,38.766548100000001,2767.367999999999938,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Duat,"02",Approved
1078221,"02 Hp Health Post",6.740251700000000,44.279245799999998,501.100006099999973,Public/Government,Health Post,Kebridehar town,ET050592,Korahe,ET0505,Somali,ET05,Kudunbur,"01",Approved
1078625,"02 Kabele Health Post",6.061024700000000,41.338471499999997,742.399999999999977,Public/Government,Health Post,Goro Baqaqsa,ET050903,Liban,ET0509,Somali,ET05,Gorabaqaqsa,"3",Approved
1082306,"02 Kebele Health post",12.155313899999999,39.633367300000003,1527.200000000000045,Public/Government,Health Post,Kobo town,ET030399,North Wello,ET0303,Amhara,ET03,,,Approved
1069341,"02 Kebele Health Post",8.221194799999999,43.557797500000000,1041.500000000000000,Public/Government,Health Post,Degahabur town,ET050307,Jarar,ET0503,Somali,ET05,degahbur town,"02",Approved
1072839,"02 Korki Health post",11.171451200000000,39.697910399999998,2555.000000000000000,Public/Government,Health Post,Dessie town,ET030418,South Wello,ET0304,Amhara,ET03,Woldelulu,"2",Approved
1076005,"020 Hurmo Health post",10.925435500000001,38.997507100000000,3580.000000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Hurmo,"020",Approved
1072202,"020 Makefta Health Post",10.557233200000001,38.680891500000001,2392.000000000000000,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,makfta,"020",Approved
1070914,"021 Endoge Health Post",10.457907400000000,38.846851100000002,2018.030029000000013,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"021 Endoge",Approved
1074749,"021 Ewa Health post",11.029800000000000,38.932596900000000,3143.300000000000182,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Ewa,"021",Approved
1071651,"022 Kobi Health Post",10.582056400000001,38.910743400000001,1989.238280999999915,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"022 kobi",Approved
1073091,"022 Tengobalel Health post",11.036056400000000,38.931094100000003,3123.000000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Tengobalel,"022",Approved
1076535,"023 Eloge Health post",11.092957400000000,38.861395700000003,2338.000000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Eloge,"023",Approved
1071517,"023 Mukeche Health Post",10.618816700000000,38.938473299999998,1998.500000000000000,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"023 Mukeche",Approved
1073702,"024 Shehot Health post",11.111405299999999,38.834389999999999,2298.400000000000091,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Shehot,"024",Approved
1071267,"024 Workinaberi Health Post",10.640995200000001,38.971527000000002,2217.422363000000132,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"024 Workinaberi",Approved
1074952,"025 Teltele Health Post",10.676501900000000,39.048330200000002,2250.304442999999992,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"025 teletle",Approved
1071703,"025 Tie Health Post",11.115517199999999,38.855440799999997,2294.000000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,waro,"025",Approved
1073321,"026 Gore Health Post",10.681304400000000,39.090330600000001,2410.135999999999967,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"026 gore",Approved
1070807,"026 Nibo health post",11.265966700000000,39.628011700000002,2460.099999999999909,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Nibo,"26",Approved
1070822,"026 wukir Health post",11.180167700000000,38.795478799999998,2188.599999999999909,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Wukir,"026",Approved
1071988,"027 Lebet Health Post",11.037671500000000,38.966635799999999,2985.422000000000025,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Lebet,"027",Approved
1073282,"027 Metibelg Health post",11.380280000000001,39.729734999999998,2100.199999999999818,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Mutibelg,"27",Approved
1071764,"027 Shinet Health Post",10.693727600000001,38.905260599999998,2168.199999999999818,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"027 shinet",Approved
1076955,"027Temu Health Post",10.926077899999999,39.213720000000002,3339.075683999999910,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"027",Approved
1073145,"028 Endotie Health Post",11.032546399999999,38.972134799999999,2985.422000000000025,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Endotie,"028",Approved
1074037,"028 Tingne health Post",10.646858699999999,38.796107800000001,2410.699999999999818,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,lime,"028",Approved
1073686,"028 Warja Health Post",10.746095000000000,38.966340000000002,2167.900000000000091,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"028 warja",Approved
1071616,"029 Berada Health Post",10.722051300000000,38.999571299999999,2066.900000000000091,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"029 berada",Approved
1077458,"029 Yedegat Health post",11.028654200000000,38.986028500000003,3272.043000000000120,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Yedegat,"029",Approved
1070863,"03 Abey Health Post",10.544266199999999,38.749703900000000,2393.000000000000000,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,wogide,"03",Approved
1077091,"03 Gedera Health Post",10.819397600000000,38.963650000000001,2992.000000000000000,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"03",Approved
1054407,"03 Health Post",9.348534700000000,42.817656599999999,1648.200072999999975,Public/Government,Health Post,Jigjiga town,ET050293,Fafan,ET0502,Somali,ET05,Jigjiga,"3",Approved
1054414,"03 Kabale Health post",8.078785300000000,43.605215100000002,1023.299999999999955,Public/Government,Health Post,Degehabur,ET050302,Jarar,ET0503,Somali,ET05,,"03",Approved
1082309,"03 Kebele Health post",12.157535599999999,39.636268000000001,1489.299999999999955,Public/Government,Health Post,Kobo town,ET030399,North Wello,ET0303,Amhara,ET03,,,Approved
1071648,"03 Kosero Health Post",11.200884000000000,39.713451300000003,2408.000000000000000,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Kosero,"3",Approved
1070969,"03 Meles sanka Health post",11.060594800000001,38.694229300000003,2553.246999999999844,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Meles sanka,"03",Approved
1072933,"03 Senbo Health Post",10.619802500000000,39.002082199999997,2483.775634999999966,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"03 senbo",Approved
1071075,"03 Sregedel Health post",10.758025900000000,39.257929300000001,3006.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Siregedel,"03 Sregedel",Approved
1074885,"030 Dido Health Post",11.115188800000000,38.865447500000002,2317.000000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Dido,"030",Approved
1071170,"030 Guyema Health Post",10.691547000000000,39.128424500000001,2504.833740000000034,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Liguama,"030 Guyema",Approved
1074296,"031 Defergie health post",10.939046200000000,38.978522400000003,3649.000000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Defergie,"031",Approved
1071949,"031 Wedegutu Health Post",10.698564800000000,39.165815400000000,2575.871000000000095,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Liguama,"031 Wedegutu",Approved
1071239,"032 Gumro Health Post",10.649169000000001,39.188032100000001,2552.699951000000056,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Liguama,"032 Gumro",Approved
1076443,"032 Yegoda Health post",11.020349000000000,38.795252699999999,2887.110999999999876,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Yegoda,"032",Approved
1074381,"033 Martikos Health Post",10.618459300000000,39.210653000000001,2552.699951000000056,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Liguama,"033 Martikos",Approved
1072392,"033 Wonzgre Health post",11.113739199999999,38.656618799999997,2481.099999999999909,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Wonzger,"033",Approved
1075020,"034 Densa abdo Health post",11.089902800000001,38.567646000000003,2367.000000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Densa abdo,"034",Approved
1072745,"034 Lemlem Amba Health Post",10.569603499999999,38.597938599999999,2388.000000000000000,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,zemod,"034",Approved
1076762,"034Korie Health Post",10.748650700000001,39.149297300000001,2713.000000000000000,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"034",Approved
1077279,"035 Wolelet Health Post",10.908448600000000,39.159488000000003,3201.000000000000000,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"035",Approved
1077093,"036 Aselamba Health Post",10.825270200000000,39.020401399999997,2786.000000000000000,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"036",Approved
1072268,"04 Aleltu Health Post",10.643106599999999,39.050410700000000,2545.695067999999992,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"04 Aleletu",Approved
1076943,"04 Fita Health post",10.793985100000000,38.956560400000001,2726.000000000000000,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"04",Approved
1073239,"04 Hawey Health Post",10.576762100000000,38.742297800000003,2403.500000000000000,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,wogide,"04",Approved
1078225,"04 Health Post",6.731012400000000,44.282306900000002,488.000000000000000,Public/Government,Health Post,Kebridehar town,ET050592,Korahe,ET0505,Somali,ET05,Kebridahar,"04",Approved
1082310,"04 Kebele Health post",12.147454800000000,39.631428200000002,1509.200000000000045,Public/Government,Health Post,Kobo town,ET030399,North Wello,ET0303,Amhara,ET03,,,Approved
1055125,"04 kebele Health Post",5.955117300000000,43.545732899999997,261.000000000000000,Public/Government,Health Post,Godey town,ET050696,Shabelle,ET0506,Somali,ET05,Godey,"04 kebele",Approved
1073946,"04 Shengodefer Health Post",10.991127600000000,38.858550800000003,2872.561000000000149,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Shengodefer,"04",Approved
1071258,"04 Siba Health post",10.735193300000001,39.322975599999999,2683.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Siba,"04 Siba",Approved
1072340,"04 Weldelulu Health post",11.254484000000000,39.708841999999997,2118.099999999999909,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Woldelulu,"4",Approved
1074361,"05 Birbrtie Health Post",10.709950200000000,39.222638500000002,2700.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Birbrtie,"05 Birbrtie",Approved
1077092,"05 Buso Health post",10.857917300000000,38.995859799999998,3042.000000000000000,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,"05",Approved
1054408,"05 Health Post",9.358534400000000,42.800690899999999,1640.300048999999944,Public/Government,Health Post,Jigjiga town,ET050293,Fafan,ET0502,Somali,ET05,Jigjiga,"5",Approved
1075319,"05 Kete Health post",11.288680200000000,39.705520999999997,2044.400000000000091,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,kete,"5",Approved
1071669,"05 Segerat Health post",10.975896600000000,38.837346199999999,2872.561000000000149,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Segerat,"05",Approved
1072754,"05 Tirtira Health Post",10.612747799999999,39.084511800000001,2594.099999999999909,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"05 tirtira",Approved
1072433,"05 Tungi Health Post",10.587945599999999,38.706866699999999,0.000000000000000,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,wogide,"05",Approved
1072346,"06 Aselel Health post",10.768213899999999,39.216465700000001,2725.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Aselele,"06 Aselel",Approved
1075689,"06 Feresbar Health post",10.994701800000000,38.877316499999999,2904.800000000000182,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Feresbar,"06",Approved
1054409,"06 Health Post",9.350755299999999,42.801167800000002,1632.400024000000030,Public/Government,Health Post,Jigjiga town,ET050293,Fafan,ET0502,Somali,ET05,Jigjiga,"6",Approved
1078695,"06 Kebele Health Post",5.955236700000000,43.559818300000003,280.000000000000000,Public/Government,Health Post,Godey town,ET050696,Shabelle,ET0506,Somali,ET05,Godey City,"06",Approved
1075352,"06 Kombolcha Health Post",11.082042400000001,39.740646699999999,1831.099975999999970,Public/Government,Health Post,Kombolcha town,ET030417,South Wello,ET0304,Amhara,ET03,Kombolcha,"6",Approved
1072734,"06 Sek Shimbra Health Post",10.601284900000000,38.803641499999998,2368.400000000000091,Public/Government,Health Post,Wegde,ET030416,South Wello,ET0304,Amhara,ET03,wogide,"06",Approved
1071008,"06 Tulya Health Post",10.588186900000000,39.082313800000001,2561.900000000000091,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"06 Tulya",Approved
1071992,"06 Yetnora Health Post",10.825302199999999,39.020369899999999,2794.000000000000000,Public/Government,Health Post,Legambo,ET030410,South Wello,ET0304,Amhara,ET03,Akesta,,Approved
1073452,"07 Ayt Health post",10.769578800000000,39.258940299999999,3011.000000000000000,Public/Government,Health Post,Legehida,ET030420,South Wello,ET0304,Amhara,ET03,Ayt,"07 Ayt",Approved
1075133,"07 Baket Health Post",10.545783300000000,39.125295000000001,2554.500000000000000,Public/Government,Health Post,Kelela,ET030413,South Wello,ET0304,Amhara,ET03,Kelela,"07 baket",Approved
1073861,"07 Beja Health post",10.969240770000001,38.801821879999999,2831.000000000000000,Public/Government,Health Post,Sayint,ET030411,South Wello,ET0304,Amhara,ET03,Beja,"07",Approved
1054419,"07 Health Post",9.352609299999999,42.785053099999999,1660.200072999999975,Public/Government,Health Post,Jigjiga town,ET050293,Fafan,ET0502,Somali,ET05,Jigjiga,"7",Approved
1078227,"07 Health Post",6.724484200000000,44.276400899999999,480.000000000000000,Public/Government,Health Post,Kebridehar town,ET050592,Korahe,ET0505,Somali,ET05,Kebridahar,"07",Approved
1075644,"07 Kombolcha Health Post",11.124009300000001,39.720598299999999,1876.802087000000029,Public/Government,Health Post,Kombolcha town,ET030417,South Wello,ET0304,Amhara,ET03,Kombolcha,"7",Approved
1071291,"07 Mesal health post",11.240747400000000,39.651045400000001,2582.800000000000182,Public/Government,Health Post,Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,Mesal,"7",Approved
