Id,Name,Latitude,Longitude,Altitude,Ownership,Type,admin3Name,admin3Pcod,admin2Name,admin2Pcod,admin1Name,admin1Pcod,City,Kebele,Status
1084283,Biyaf Medium Clinic,7.501979000000000,39.138461200000002,2666.199999999999818,Private for profit,Clinic,Limu Bilbilo,ET040818,Arsi,ET0408,Oromia,ET04,Koji Kubsa,"01",Approved
1086292,Biyaf Medium clinic,8.966190800000000,38.661617800000002,2399.900000000000091,Private for profit,Clinic,Kolfe Keraniyo,ET140103,Region 14,ET1401,Addis Ababa,ET14,Furi Sub City,Furi,Approved
1033306,Biyaf Primary Clinic,7.501873100000000,39.138443000000002,2681.699999999999818,Private for profit,Clinic,Limu Bilbilo,ET040818,Arsi,ET0408,Oromia,ET04,Kubsa,koji 01,Approved
1014997,Biyara Health Post,14.647605000000000,37.912194999999997,,Public/Government,Health Post,Tahtay Adiyabo,ET010101,North Western,ET0101,Tigray,ET01,,Biyara,Approved
1084057,Biyensa Medium Clinic,9.680184400000000,37.532804499999997,2351.599999999999909,Private for profit,Clinic,Ababo,ET041904,Horo Gudru Wellega,ET0419,Oromia,ET04,Dedu,"01",Approved
1054924,Biyo Ade Health Post,9.059206200000000,42.694841900000000,1329.403319999999894,Public/Government,Health Post,Shabeeley,ET050204,Fafan,ET0502,Somali,ET05,Shabeley,Biyo Ade,Approved
1005638,Biyo Areba Health Post,9.275603600000000,42.125969699999999,2174.000000000000000,Public/Government,Health Post,Hakim,ET130104,Harari,ET1301,Harari,ET13,Harar,,Approved
1015001,Biyo Bisike Health Post,8.653553900000000,39.085458699999997,1847.000000000000000,Public/Government,Health Post,Lome (OR),ET040704,East Shewa,ET0407,Oromia,ET04,Biyo Bisike,Biyo Bisike 01,Approved
1066897,Biyo Cad,4.909440100000000,43.056259900000001,375.699999999999989,Public/Government,Health Post,Kohle /Qoxle,ET050898,Afder,ET0508,Somali,ET05,Qooxle,Biyocad,Approved
1015004,Biyo Gababdu Health Post,9.468853700000000,42.692557899999997,1866.788573999999926,Public/Government,Health Post,Tuliguled,ET050283,Fafan,ET0502,Somali,ET05,Chenaksan,Biyo,Approved
1015003,Biyo Hara Kile Health Post,7.599567700000000,41.191536300000003,1221.099999999999909,Public/Government,Health Post,Seweyna,ET042105,East Bale,ET0421,Oromia,ET04,Qaliqalcha,Biyo Hara Kile,Approved
1005639,Biyo Health Center,8.645340900000003,39.076308699999998,1833.000000000000000,Public/Government,Health Center,Lome (OR),ET040704,East Shewa,ET0407,Oromia,ET04,Biyo,Biyo 01,Approved
1048358,Biyo Health center,6.182775500000000,38.066286099999999,0.000000000000000,Public/Government,Health Center,Abaya,ET041513,West Guji,ET0415,Oromia,ET04,Biyo Town,Biyo,Approved
1015006,Biyo Health Post,8.593924100000002,40.084154699999999,2045.599999999999909,Public/Government,Health Post,Aseko,ET040802,Arsi,ET0408,Oromia,ET04,Aseko,"01",Approved
1015005,Biyo Health Post,8.657049100000000,40.115917799999998,1848.249023000000079,Public/Government,Health Post,Anchar,ET040906,West Hararge,ET0409,Oromia,ET04,Biyo,Biyo,Approved
1064822,Biyo Jeneta Health Post,9.358161600000001,41.120821300000003,1792.500000000000000,Public/Government,Health Post,Doba,ET040902,West Hararge,ET0409,Oromia,ET04,Biyo Jeneta,Biyo Jeneta,Approved
1066821,Biyo Jif Health Post,7.906067800000000,43.662075600000001,899.799999999999955,Public/Government,Health Post,Degehabur,ET050302,Jarar,ET0503,Somali,ET05,Dagahmadaw,"01",Approved
1066820,Biyo Jif Health Post,8.221197600000000,43.557778200000001,1041.500000000000000,Public/Government,Health Post,Degahabur town,ET050307,Jarar,ET0503,Somali,ET05,Dagahbor,"5",Approved
1015013,Biyo Kundi Health Post,5.293884000000000,38.011941000000000,,Public/Government,Health Post,Dugda Dawa,ET041515,West Guji,ET0415,Oromia,ET04,Biyo Kundi,Biyo Kundi,Approved
1015018,Biyo Nagaya Health Post,9.244571700000000,41.475026700000001,2465.199999999999818,Public/Government,Health Post,Deder,ET041011,East Hararge,ET0410,Oromia,ET04,Deder,Biyo Nagaya,Approved
1015019,Biyo Negaya Health Post,9.419345900000000,42.323354999999999,2113.000000000000000,Public/Government,Health Post,Gursum (OR),ET041003,East Hararge,ET0410,Oromia,ET04,Funyan Bira,Biyo Negaya,Approved
1015020,Biyo Oda Health Post,8.440304700000000,40.546064200000004,1669.000000000000000,Public/Government,Health Post,Daro Lebu,ET040909,West Hararge,ET0409,Oromia,ET04,Biyo Oda,Biyo Oda,Approved
1015022,Biyo Ramis Health Post,9.176112900000000,41.616626500000002,1807.000000000000000,Public/Government,Health Post,Bedeno,ET041013,East Hararge,ET0410,Oromia,ET04,Bedeno,Biyo Ramis,Approved
1059137,Biyo Rural Health post,6.190628500000000,38.089559999999999,1938.400000000000091,Public/Government,Health Post,Abaya,ET041513,West Guji,ET0415,Oromia,ET04,Biyo,Biyo,Approved
1060207,Biyo Wegedi Health Post,9.489015999999999,38.380994000000001,,Public/Government,Health Post,Adda Berga,ET040513,West Shewa,ET0405,Oromia,ET04,Reji,Biyo Wegidi,Approved
1015025,Biyo Weraba Health Post,8.921250000000002,42.174339699999997,1568.000000000000000,Public/Government,Health Post,Midhaga Tola,ET041014,East Hararge,ET0410,Oromia,ET04,Midega Tola,Biyo Weraba,Approved
1002170,Biyoawale Health Center,9.523372900000000,42.013762800000002,1752.000000000000000,Public/Government,Health Center,Biyoawale,ET150208,Dire Dawa rural,ET1502,Dire Dawa,ET15,,rural,Approved
1056139,Biyo-Badan Health Post,10.246481400000000,42.513262599999997,946.561279300000024,Public/Government,Health Post,Ayisha,ET050101,Siti,ET0501,Somali,ET05,Dagago,Biyo-badan,Approved
1056114,Biyo-Bahay Health Post,9.790630000000000,42.394673200000000,1237.404541000000108,Public/Government,Health Post,Dembel,ET050102,Siti,ET0501,Somali,ET05,Dure,Biyo-Bahay,Approved
1056120,Biyogara Health Post,10.314447100000001,42.193959999999997,701.491943399999968,Public/Government,Health Post,Hadhagala,ET050106,Siti,ET0501,Somali,ET05,Hadagala,Biyogaara,Approved
1056150,Biyo-gurgur Health Post,10.337878000000000,42.205622800000000,712.457763699999987,Public/Government,Health Post,Hadhagala,ET050106,Siti,ET0501,Somali,ET05,,Biyo-gurgur,Approved
1078708,Biyoguud Health Post,8.310021700000000,43.806773300000003,1129.700000000000045,Public/Government,Health Post,Yocale,ET050382,Jarar,ET0503,Somali,ET05,,Biyoguud,Approved
1054913,Biyojamare Health Post,8.908596599999999,42.408486699999997,1429.978393999999980,Public/Government,Health Post,Babile (OR),ET041004,East Hararge,ET0410,Oromia,ET04,Babili,Biyojamare,Approved
1056137,Biyo-kabobe Health Post,10.381362200000000,42.571739700000002,926.630493200000046,Public/Government,Health Post,Ayisha,ET050101,Siti,ET0501,Somali,ET05,Dagago,Biyo-kababe,Approved
1066787,biyokhadhadhe,8.001114899999999,43.175533299999998,1102.304442999999992,Public/Government,Health Post,Degehamedo,ET050301,Jarar,ET0503,Somali,ET05,Dagahmadaw,biyokadade,Approved
1056160,Biyo-kulul Health Post,9.535455799999999,41.418703999999998,1172.611083999999892,Public/Government,Health Post,Erer (SM),ET050104,Siti,ET0501,Somali,ET05,Erer,Biyo-kulul,Approved
1054843,Biyolay Health Post,7.436989500000000,43.872052500000002,709.000000000000000,Public/Government,Health Post,Shaygosh,ET050501,Korahe,ET0505,Somali,ET05,,,Approved
1055922,Biyoley Health Post,3.980070000000000,41.820501000000000,,Public/Government,Health Post,Dolo Ado,ET050902,Liban,ET0509,Somali,ET05,Dolo Ado,"04",Approved
1055146,Biyolow Health Post,5.959897400000000,43.551018100000000,289.000000000000000,Public/Government,Health Post,Godey town,ET050696,Shabelle,ET0506,Somali,ET05,Bursodo,Biyolow kebele,Approved
1055061,Biyoolow Health Post,6.080877400000000,43.266371999999997,283.000000000000000,Public/Government,Health Post,Berocano,ET050608,Shabelle,ET0506,Somali,ET05,Dudin,Biyoolow kebele,Approved
1005640,Biyyo Keraba Health Center,9.369477399999999,41.169068899999999,1644.000000000000000,Public/Government,Health Center,Doba,ET040902,West Hararge,ET0409,Oromia,ET04,Biyo,Biyo,Approved
1085686,Biza Drug Shop,13.790063399999999,39.603313100000001,1998.900024000000030,Private for profit,Pharmacy,Wukro town,ET010309,Eastern,ET0103,Tigray,ET01,Wukro,Dedebit,Approved
1085903,Bizet Health Center,14.279716799999999,39.294863599999999,2043.000000000000000,Public/Government,Health Center,Bizet,ET010310,Eastern,ET0103,Tigray,ET01,Bizet,Bizet,Approved
1085948,Bizet Health post,14.282802999999999,39.288413800000001,2042.000000000000000,Public/Government,Health Post,Bizet,ET010310,Eastern,ET0103,Tigray,ET01,Bizet,,Approved
1077579,Bizira  Health Post,11.769758800000000,36.918154800000003,1842.775145999999950,Public/Government,Health Post,Semen Achefer,ET030701,West Gojam,ET0307,Amhara,ET03,,Bizira,Approved
1074404,Bizra Health Post,11.494570000000000,36.718093000000003,,Public/Government,Health Post,Debub Achefer,ET030713,West Gojam,ET0307,Amhara,ET03,,Bizra,Approved
1078117,Bizrakanie Health post,11.000376899999999,36.469202799999998,1667.900000000000091,Public/Government,Health Post,Guangua,ET030904,Awi,ET0309,Amhara,ET03,Bizrakanie,Bizrakanie,Approved
1082763,Bizualem Drug Store,11.485331100000000,37.393622899999997,1781.700000000000045,Private for profit,Pharmacy,Bahirdar Zuria,ET030702,West Gojam,ET0307,Amhara,ET03,,,Approved
1082240,Bizuayehu Drug Stor,8.917005700000002,39.417764800000000,1801.799999999999955,Private for profit,Pharmacy,Minjar Shenkora,ET030518,North Shewa (AM),ET0305,Amhara,ET03,,,Approved
1083351,Bizuayehu Drug Store,12.577163199999999,37.460608000000001,2022.700072999999975,Private for profit,Pharmacy,Gondar town,ET031118,Central Gondar,ET0311,Amhara,ET03,Gondar,"18",Approved
1077891,Bizuayehu Drug Store,12.335623099999999,37.225384699999999,1893.663326000000097,Private for profit,Pharmacy,West Dembiya,ET031125,Central Gondar,ET0311,Amhara,ET03,Chuahit,Chuahit 02,Approved
1076508,Bizuayew  Pharmacy,11.856505400000000,38.022867900000001,2656.500000000000000,Private for profit,Pharmacy,Debre Tabor town,ET030210,South Gondar,ET0302,Amhara,ET03,Debretabor Town,"01",Approved
1082360,Bizuye Primary Clinic,11.565003700000000,39.134367800000000,2968.099999999999909,Private for profit,Clinic,Delanta,ET030406,South Wello,ET0304,Amhara,ET03,,"3",Approved
1081742,Bkat Drug Store,10.742694380000000,38.751459079999997,2584.000000000000000,Private for profit,Pharmacy,Borena /Debresina,ET030412,South Wello,ET0304,Amhara,ET03,Mekaneselam,"4",Approved
1081609,Bkat Primary Clinic,11.146156299999999,39.895934199999999,1509.000000000000000,Private for profit,Clinic,Kalu,ET030407,South Wello,ET0304,Amhara,ET03,,"19",Approved
1081817,Blambamichael Health Post,13.741164400000001,37.324413999999997,2094.300000000000182,Public/Government,Health Post,Welkait,ET010502,Western,ET0105,Tigray,ET01,,,Approved
1081818,Blambaqrishi Health Post,13.741140000000000,37.324401700000003,2094.500000000000000,Public/Government,Health Post,Welkait,ET010502,Western,ET0105,Tigray,ET01,,,Approved
1089941,Blatena Pediatric Specialty Clinic,8.950585400000000,38.718080999999998,2231.000000000000000,Private for profit,Specialty Clinic,Nifas Silk Lafto,ET140102,Region 14,ET1401,Addis Ababa,ET14,Addis Ababa,,Approved
1072964,Blayneh Medium Clinic,10.438029200000001,37.152921800000001,1443.000000000000000,Private for profit,Clinic,Dembecha,ET030708,West Gojam,ET0307,Amhara,ET03,Dembecha,Adiszemen Kebele,Approved
1033414,Blen Drug Store,7.179397800000000,40.241928700000003,2400.300000000000182,Private for profit,Pharmacy,Sinana,ET041109,Bale,ET0411,Oromia,ET04,Hisu,Hisu,Approved
1032581,Blen Drug Store,7.100795300000000,39.194389700000002,2371.500000000000000,Private for profit,Pharmacy,Gedeb Asasa,ET041706,West Arsi,ET0417,Oromia,ET04,Hasasa,Hasasa 02,Approved
1029310,Blen Drug Store,9.033402199999999,38.712283700000000,2426.000000000000000,Private for profit,Pharmacy,Addis Ketema,ET140108,Region 14,ET1401,Addis Ababa,ET14,Addis Ababa,"000",Approved
1038771,Blen medium clinic,9.060074300000000,38.494018099999998,2387.299805000000106,Private for profit,Clinic,Holeta town,ET042020,Finfine Special,ET0420,Oromia,ET04,Holeta,Goro kerensa,Approved
1086466,Blen Pharmacy,13.508291200000000,39.467287900000002,2034.099975999999970,Private for profit,Pharmacy,Mekelle,ET010701,Mekelle,ET0107,Tigray,ET01,,,Approved
1073712,Blen Pharmacy,12.612255400000000,37.449630399999997,2190.299805000000106,Private for profit,Pharmacy,Gondar town,ET031118,Central Gondar,ET0311,Amhara,ET03,Gondar,"16",Approved
1074621,Blen Primary Clinic,12.458509200000000,39.155620800000001,2035.000000000000000,Private for profit,Clinic,Sekota,ET030802,Wag Hamra,ET0308,Amhara,ET03,,Humusit  kebele,Approved
1069219,Blen Primary Clinic,7.208304300000000,37.630565799999999,1613.599999999999909,Private for profit,Clinic,Hadero Tunto,ET070305,Kembata Tembaro,ET0703,SNNP,ET07,Hadero,,Approved
1029569,Bless Speciality Clinic,9.026924400000000,38.783281799999997,2396.500000000000000,Private for profit,Specialty Clinic,Yeka,ET140107,Region 14,ET1401,Addis Ababa,ET14,Addis Ababa,,Approved
1082702,Blete Drug Stor,11.566571500000000,36.488890300000001,1231.700000000000045,Private for profit,Pharmacy,Fendika town,ET030912,Awi,ET0309,Amhara,ET03,Fendeka,"01",Approved
1082759,Blima Health Post,10.598795900000001,36.994867200000002,1983.299999999999955,Public/Government,Health Post,Wemberma,ET030711,West Gojam,ET0307,Amhara,ET03,,,Approved
1029275,Bloom Drug Store,8.960623099999999,38.768096399999997,2281.400000000000091,Private for profit,Pharmacy,Nifas Silk Lafto,ET140102,Region 14,ET1401,Addis Ababa,ET14,,"9",Approved
1062869,Bloom Specialty Clinic,9.010098100000000,38.862309799999998,2341.340999999999894,Private for profit,Specialty Clinic,Lemi Kura,ET140111,Region 14,ET1401,Addis Ababa,ET14,,,Approved
1064686,Blue Dent Dental Speciality clinic,8.539153499999999,39.257672100000001,1599.099999999999909,Private for profit,Specialty Clinic,Adama town,ET040714,East Shewa,ET0407,Oromia,ET04,Adama,Dagaga,Approved
1029523,Blue Nile pharmacy,8.949210400000000,38.732198900000000,1463.500000000000000,Private for profit,Pharmacy,Nifas Silk Lafto,ET140102,Region 14,ET1401,Addis Ababa,ET14,,"1",Approved
1033800,Blue Nile Primary Clinic,8.742717200000000,38.961745100000002,1920.099999999999909,Private Not for profit,Clinic,Bishoftu town,ET040709,East Shewa,ET0407,Oromia,ET04,Bishoftu,Hora,Approved
1005644,Blue Nile Primary Clinic,10.441735400000001,34.850895399999999,879.200000000000045,Private for profit,Clinic,Menge,ET060301,Assosa,ET0603,Benishangul Gumz,ET06,Menge,Tumet,Approved
1029953,Blue Pharmacy,9.004047399999999,38.689203200000001,2428.679466000000048,Private for profit,Pharmacy,Kolfe Keraniyo,ET140103,Region 14,ET1401,Addis Ababa,ET14,,"7",Approved
1028731,Blue Sky Medium Dental Clinic,8.931901900000000,38.742826899999997,2242.500000000000000,Private for profit,Clinic,Nifas Silk Lafto,ET140102,Region 14,ET1401,Addis Ababa,ET14,Addis Ababa,"11",Approved
1084686,Blue Sky Pharmacy,9.003903500000000,38.689223300000002,2435.699951000000056,Private for profit,Pharmacy,Kolfe Keraniyo,ET140103,Region 14,ET1401,Addis Ababa,ET14,Addis Ababa,"000",Approved
1084538,Bluesky Pharmacy,9.011953399999999,38.758072599999998,2335.799805000000106,Private for profit,Pharmacy,Kirkos,ET140106,Region 14,ET1401,Addis Ababa,ET14,,,Approved
1029302,Blutse Speciality Eye Clinic,9.033654100000000,38.761408400000001,2449.009619999999813,Private for profit,Specialty Clinic,Arada,ET140109,Region 14,ET1401,Addis Ababa,ET14,Addis Ababa,"9",Approved
1038051,BM Medium Clinic,8.539966300000000,39.256392599999998,1558.027344000000085,Private for profit,Clinic,Adama town,ET040714,East Shewa,ET0407,Oromia,ET04,Adama,Dagaga,Approved
1038710,BMET Primary Clinic,8.886804500000000,38.566426800000002,2104.099999999999909,Private Not for profit,Clinic,Sebeta Hawas,ET042006,Finfine Special,ET0420,Oromia,ET04,Sebeta Sub City,Sebeta,Approved
1058333,BMY Comprehensive Diagnostic Imaging,9.048384499999999,38.742308100000002,2505.000000000000000,Private for profit,ImagingCenters,Arada,ET140109,Region 14,ET1401,Addis Ababa,ET14,,,Approved
1062925,BMY Speciality Clinic,9.048368099999999,38.742261700000000,2517.000000000000000,Private for profit,Specialty Clinic,Arada,ET140109,Region 14,ET1401,Addis Ababa,ET14,,,Denied
1077747,Bniyam Drug Store,11.543360099999999,39.622644800000003,1860.200000000000045,Private for profit,Pharmacy,Habru,ET030308,North Wello,ET0303,Amhara,ET03,,"01 Wurgesa",Approved
1005645,Boa Badagalo Health Center,6.687532900000000,38.461523600000000,1881.700000000000045,Public/Government,Health Center,Dale,ET160004,Sidama,ET1600,Sidama,ET16,,Boa Badagalo,Approved
1015031,Boa Bodagelo Health Post,6.684190000000000,38.457276700000001,1901.200000000000045,Public/Government,Health Post,Dale,ET160004,Sidama,ET1600,Sidama,ET16,,Boa Badagalo,Approved
1030921,Boba Bela Health Post,7.186254400000000,35.852912400000001,1981.000000000000000,Public/Government,Health Post,Chena,ET110209,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1035935,Boba Gecha Health Center,7.096004300000000,36.123080500000000,1892.000000000000000,Public/Government,Health Center,Decha,ET110208,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1079244,Boba Gecha Town Health Postff,7.150479000000000,36.194401499999998,1974.000000000000000,Public/Government,Health Post,Decha,ET110208,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1031017,Boba Gota Health Post,7.194670400000000,35.805306799999997,1649.400000000000091,Public/Government,Health Post,Chena,ET110209,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1036681,Boba Health post,7.020953400000000,36.449246199999997,1829.000000000000000,Public/Government,Health Post,Cheta,ET110207,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1031015,Boba Kech Health post,7.170512900000000,35.814227400000000,2008.000000000000000,Public/Government,Health Post,Chena,ET110209,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1030927,Boba Kocha Health Post,7.160350500000000,35.835189600000000,2167.000000000000000,Public/Government,Health Post,Wacha,ET110214,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1035947,Boba Melliyo H/Post,7.131695900000000,36.185201399999997,1987.000000000000000,Public/Government,Health Post,Decha,ET110208,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1015040,Boba Roge . Health Post,7.555450100000000,36.746402099999997,1996.000000000000000,Public/Government,Health Post,Seka Chekorsa,ET040409,Jimma,ET0404,Oromia,ET04,Boba Roge,Boba Roge,Approved
1030954,Boba Wediti Health Post,7.167323400000000,35.788420700000003,1892.200000000000045,Public/Government,Health Post,Chena,ET110209,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1015032,Bobaa Health Post,5.191296500000000,39.616488599999997,1590.799999999999955,Public/Government,Health Post,Liben,ET041407,Guji,ET0414,Oromia,ET04,Boba,Bobaa,Approved
1035949,BobaGecha H/Post,7.134048600000000,36.184857899999997,1991.000000000000000,Public/Government,Health Post,Decha,ET110208,Kefa,ET1102,South West Ethiopia,ET11,,,Approved
1059852,Bobe Liban Health Center,9.891646800000000,38.184444300000003,2549.871999999999844,Public/Government,Health Center,Wara Jarso,ET040601,North Shewa (OR),ET0406,Oromia,ET04,Bobe,Bobe Liban,Approved
1059874,Bobe Liben Health Post,9.893776500000000,38.185871499999998,2596.916999999999916,Public/Government,Health Post,Wara Jarso,ET040601,North Shewa (OR),ET0406,Oromia,ET04,Bobe Liban,Bobe Liban,Approved
1015043,Bobea Uke Health Post,5.766163200000000,38.670135600000002,2087.000000000000000,Public/Government,Health Post,Odo Shakiso,ET041405,Guji,ET0414,Oromia,ET04,Bobea,Bobea Uke,Approved
1046181,Bobi Sheri Health post,7.104888100000000,37.093818599999999,1841.000000000000000,Public/Government,Health Post,Tocha,ET110401,Dawuro,ET1104,South West Ethiopia,ET11,,,Approved
1034580,Bobicho Health Center,7.569939000000000,37.849236300000001,2264.199999999999818,Public/Government,Health Center,Hosaena town,ET070211,Hadiya,ET0702,SNNP,ET07,Hosanna,Bobicho,Approved
1035715,Bobicho Health Post,7.578891300000000,37.838127900000003,2284.300000000000182,Public/Government,Health Post,Lemmo,ET070203,Hadiya,ET0702,SNNP,ET07,,Bobicho,Approved
1085425,Bobicho Primary Clinic,7.572961600000000,37.835837099999999,2283.599999999999909,Private for profit,Clinic,Lemmo,ET070203,Hadiya,ET0702,SNNP,ET07,,Bobicho,Approved
1005649,Bobiya Health Center,6.563247200000000,39.990617600000000,1464.599999999999909,Public/Government,Health Center,Mena (Bale),ET041112,Bale,ET0411,Oromia,ET04,Bobiya,Bobiya,Approved
1015048,Bobiya Health Post,6.563728000000000,39.996892400000000,1439.799999999999955,Public/Government,Health Post,Mena (Bale),ET041112,Bale,ET0411,Oromia,ET04,Bobiya,Bobiya,Approved
1064952,Bobocho Health Post,8.222725799999999,36.541734800000000,2349.300000000000182,Public/Government,Health Post,Borecha,ET041607,Buno Bedele,ET0416,Oromia,ET04,Bobocho,Bobocho,Approved
1065268,Bobose Shekaba Health Post,9.450997900000001,34.335679700000000,1796.111000000000104,Public/Government,Health Post,Maokomo Special,ET060508,Mao Komo Special,ET0605,Benishangul Gumz,ET06,,Bobose Shekaba,Pending
1015054,Bochesa Health Post,7.890838000000000,38.742426000000002,,Public/Government,Health Post,Adama Tulu Jido Kombolcha,ET040708,East Shewa,ET0407,Oromia,ET04,Batu,Bochesa,Approved
1015053,Bochesa Health Post,6.182650900000000,38.137233899999998,1924.400000000000091,Public/Government,Health Post,Abaya,ET041513,West Guji,ET0415,Oromia,ET04,Bochesa,Bochesa,Approved
1005650,Bochessa Health Center,6.596592400000000,38.742776599999999,2267.760000000000218,Public/Government,Health Center,Arbegona,ET160003,Sidama,ET1600,Sidama,ET16,,Bochesa,Approved
1015056,Bochessa Health Post,6.602945400000000,38.747239299999997,2279.274115000000165,Public/Government,Health Post,Arbegona,ET160003,Sidama,ET1600,Sidama,ET16,,Bochessa,Approved
1015058,Bochessa Health Post,6.460515200000000,38.513325899999998,2755.400000000000091,Public/Government,Health Post,Hulla,ET160007,Sidama,ET1600,Sidama,ET16,,Bochessa,Approved
1064266,Bocho Health Post,8.455427800000002,35.842202299999997,1931.900000000000091,Public/Government,Health Post,Dorani,ET040324,Ilu Aba Bora,ET0403,Oromia,ET04,Boco,Boco,Approved
1015057,Bochosa Golba Health Post,6.532231500000000,38.821985800000000,1899.007665999999972,Public/Government,Health Post,Bensa,ET160008,Sidama,ET1600,Sidama,ET16,,Bochesa Golba,Approved
1055956,bocley Health Post,9.519306300000000,41.087699499999999,1059.456421000000091,Public/Government,Health Post,Afdem,ET050105,Siti,ET0501,Somali,ET05,Danwanle,Boclay,Approved
1072994,Boda Baradi Health Post,11.047033200000000,37.676356900000002,2233.699999999999818,Public/Government,Health Post,Gonje,ET030718,West Gojam,ET0307,Amhara,ET03,Hulet Eju Nese Woreda,Boda Baradi,Approved
1060255,Boda Bosoka Health post,8.852275000000002,38.062114000000001,,Public/Government,Health Post,Dendi,ET040510,West Shewa,ET0405,Oromia,ET04,Boda,Boda Bosoka,Approved
1059481,Boda Health Center,8.866992000000000,38.089939999999999,,Public/Government,Health Center,Dendi,ET040510,West Shewa,ET0405,Oromia,ET04,Boda,Boda,Approved
1075262,Boda Health Post,12.004399299999999,38.550338799999999,1850.000000000000000,Public/Government,Health Post,Lay Gayint,ET030205,South Gondar,ET0302,Amhara,ET03,,Boda/29,Approved
1073751,Boda Health Post,11.416748699999999,38.911699800000001,2320.099999999999909,Public/Government,Health Post,Dawunt,ET030311,North Wello,ET0303,Amhara,ET03,,"02Boda",Approved
1054475,Bodadhere health post,8.119135600000000,45.345702099999997,812.000000000000000,Public/Government,Health Post,Gashamo,ET050304,Jarar,ET0503,Somali,ET05,,"03",Approved
1056002,Bodbod Health Post,5.046071700000000,40.716301700000002,1182.400000000000091,Public/Government,Health Post,Filtu,ET050901,Liban,ET0509,Somali,ET05,Filtu,"03",Approved
1067645,Bodhi Ara Health Post,7.167741667000000,37.222726670000000,1368.099999999999909,Public/Government,Health Post,Gena,ET110404,Dawuro,ET1104,South West Ethiopia,ET11,,Boti Ara,Approved
1054730,Bodhlay Health Post,9.349455499999999,42.566491100000000,1505.000000000000000,Public/Government,Health Post,Tuliguled,ET050283,Fafan,ET0502,Somali,ET05,Tuli,Balodlay,Approved
1031107,Boditi health center,6.948751900000000,37.851542299999998,2077.199999999999818,Public/Government,Health Center,Boditi town,ET070615,Wolayita,ET0706,SNNP,ET07,Boditi,Gido Boditi,Approved
1015070,Boditi Health Post,7.691539000000000,40.982074200000000,1398.400000000000091,Public/Government,Health Post,Seweyna,ET042105,East Bale,ET0421,Oromia,ET04,Qalqalcha,Boditi,Approved
1045684,Boditi Town Primary Hospital,6.974253800000000,37.875257900000001,1947.099999999999909,Public/Government,Hospital,Damot Gale,ET070602,Wolayita,ET0706,SNNP,ET07,Boditi,Hagaza Doge,Approved
1054508,Bodlay Health Post,8.521819000000002,43.545516900000003,1371.000000000000000,Public/Government,Health Post,Degehabur,ET050302,Jarar,ET0503,Somali,ET05,Bodhley,Bodhley,Approved
1067519,Bodola Mamado Health Post,7.250761300000000,37.242581500000000,1661.500000000000000,Public/Government,Health Post,Gena,ET110404,Dawuro,ET1104,South West Ethiopia,ET11,,Bodola Mamado,Approved
1015074,Boe Unta Health Post,6.237778000000000,38.862997000000000,,Public/Government,Health Post,Ana Sora,ET041411,Guji,ET0414,Oromia,ET04,Bo`e Unta,Boe Unta,Approved
1077001,Boenku Health Post,11.081536000000000,37.539136499999998,2660.000000000000000,Public/Government,Health Post,Quarit,ET030706,West Gojam,ET0307,Amhara,ET03,,Boenku,Approved
1081355,Boez primary clinic,7.563027600000000,35.404784999999997,2026.200000000000045,Private for profit,Clinic,Masha,ET110102,Sheka,ET1101,South West Ethiopia,ET11,,geca01,Approved
1076391,Bofa Health Post,11.703983900000001,39.779963500000001,1835.000000000000000,Public/Government,Health Post,Habru,ET030308,North Wello,ET0303,Amhara,ET03,,"022 Bofa",Approved
1077137,Bofa kemisea Health Post,11.039637000000001,40.046232699999997,1516.500000000000000,Public/Government,Health Post,Bati,ET031002,Oromia,ET0310,Amhara,ET03,BATI,Bofa kemisea,Approved
1067775,Bogal Primary Clinic,8.922459600000000,38.730941600000001,2228.899902000000111,Private for profit,Clinic,Nifas Silk Lafto,ET140102,Region 14,ET1401,Addis Ababa,ET14,Addis Ababa,,Approved
1079068,Bogala Primary Clinic,7.689209400000000,38.946123600000000,2417.199999999999818,Private for profit,Clinic,Munessa,ET040817,Arsi,ET0408,Oromia,ET04,Kenchere,"01",Approved
1075481,Bogale Drug Store,10.716977200000001,39.865908400000002,1431.000000000000000,Private for profit,Pharmacy,Kemisie town,ET031006,Oromia,ET0310,Amhara,ET03,kemise,"1",Approved
1055391,Bogale Pharmacy,7.548936300000000,37.852263000000001,2320.899902000000111,Private for profit,Pharmacy,Hosaena town,ET070211,Hadiya,ET0702,SNNP,ET07,Hosaena,Sech duna,Approved
1058668,Bogale Primary Clinic,5.630044600000000,37.505875400000001,1518.900000000000091,Private for profit,Clinic,Derashe Special,ET072304,Derashe,ET0723,SNNP,ET07,,Hybena,Approved
1015077,Boge Dedo Health Post,7.866922600000000,36.385585100000000,2204.000000000000000,Public/Government,Health Post,Gera,ET040408,Jimma,ET0404,Oromia,ET04,Boge Dedo,Boge Dedo,Approved
